0	1	1	0	3	3	0	1	1	3	0	1	0
0	0	2	0	1	0	0	1	7	0	0	1	0
0	0	2	0	0	0	0	3	4	0	0	2	0
0	0	1	0	0	0	1	2	3	0	0	2	0
0	0	5	2	0	0	0	0	0	1	0	0	0
0	0	1	0	1	0	0	0	0	0	0	0	0
0	0	0	0	10	0	13	4	22	0	0	10	0
0	0	1	0	5	0	0	3	3	0	0	2	0
0	0	3	0	0	0	0	0	0	0	0	0	0
0	0	1	0	2	0	4	1	4	0	0	1	0
0	0	1	0	1	0	1	0	5	0	0	22	0
0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	1	0	3	0	0	11	0	0	0	1	0
0	0	1	0	4	0	0	1	1	0	0	1	0
0	0	1	0	3	0	0	0	2	0	0	1	0
0	0	0	0	3	0	0	0	2	0	0	0	0
0	0	0	0	1	0	0	0	1	0	0	7	0
0	1	1	0	1	0	0	0	2	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	4	0
0	0	1	0	3	0	0	2	5	0	0	6	0
0	0	1	0	8	0	0	15	6	0	0	1	0
0	0	0	0	3	0	0	0	0	0	0	4	0
0	0	1	0	2	0	0	0	3	0	0	6	0
0	0	1	0	3	1	0	0	0	1	0	0	0
0	0	5	0	1	0	2	3	2	0	0	3	0
0	0	1	0	4	0	1	1	4	0	0	1	0
0	0	1	0	1	0	0	0	2	0	0	0	0
0	0	1	0	0	0	1	1	1	0	0	2	0
0	0	2	0	0	0	0	0	1	0	0	2	0
0	0	1	0	0	0	2	1	3	0	0	1	0
0	0	1	0	0	0	1	1	1	0	0	1	0
0	0	0	0	1	0	0	0	1	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	1	0
0	0	1	0	0	0	1	0	1	0	0	0	0
0	0	1	0	1	0	1	1	1	0	0	1	0
0	0	1	0	0	0	1	0	1	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	8	3	1	0	0	6	0
0	0	1	0	3	0	0	1	6	0	0	5	0
0	0	1	0	0	0	0	0	3	0	0	5	0
0	0	1	0	0	0	1	0	2	0	0	0	0
0	0	1	0	1	0	1	3	6	0	0	3	0
0	0	1	0	1	0	2	1	1	0	0	2	0
0	0	1	0	0	0	1	0	1	0	0	1	0
0	0	1	0	2	0	0	3	3	0	0	6	0
0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	2	0	0	1	0
0	0	1	0	1	0	3	1	2	0	0	2	0
0	0	2	0	0	0	1	2	0	0	0	2	0
0	0	1	0	0	0	0	0	0	0	0	0	0
0	1	1	1	0	0	5	2	5	1	0	1	0
0	0	2	0	0	0	1	0	4	0	0	1	0
0	0	1	0	0	0	0	3	1	0	0	0	0
0	0	1	0	2	0	0	0	1	0	0	1	0
0	0	1	0	0	0	0	1	2	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	5	0	0	4	1	0	0	1	0
0	0	0	0	0	0	0	1	1	0	0	4	0
0	0	1	0	2	0	1	1	1	0	0	1	0
0	0	0	0	0	0	1	0	10	0	0	1	0
0	0	0	0	0	0	0	1	3	0	0	0	0
0	0	2	0	1	1	0	0	8	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	1	1	0	0	0	1	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0	0
0	0	2	0	1	0	1	0	14	0	0	2	0
0	0	1	0	1	0	0	0	3	0	0	3	0
0	0	2	0	0	0	0	0	0	0	0	0	0
0	0	2	0	5	0	0	0	1	0	0	1	0
0	0	1	0	3	0	1	1	12	0	0	6	0
0	1	1	0	0	0	5	2	3	0	0	3	0
0	0	0	0	0	0	0	0	10	0	0	0	0
0	0	0	0	2	0	4	2	7	0	0	6	0
0	1	2	0	0	0	1	0	11	1	0	1	0
0	0	2	0	0	0	17	0	4	0	0	2	0
0	1	3	0	0	0	2	1	2	0	0	1	0
0	0	1	0	1	0	1	0	2	0	0	0	0
0	0	1	0	0	0	1	0	2	0	0	1	0
0	0	5	0	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	2	0	6	0	0	0	0
0	0	1	0	0	0	1	0	1	0	0	0	0
0	0	2	0	0	0	1	1	0	0	0	0	0
0	0	1	0	1	0	0	0	2	0	0	0	0
0	0	1	0	0	0	3	2	10	0	0	1	0
0	0	1	0	2	0	2	0	10	0	0	5	0
0	0	1	1	0	0	1	1	2	1	0	1	0
0	0	1	1	1	0	1	1	1	0	0	1	0
0	0	1	0	0	0	0	1	0	1	0	2	0
0	0	1	0	1	0	0	1	1	0	0	1	0
0	0	1	0	0	0	0	2	1	0	0	2	0
0	0	2	0	2	0	0	0	3	0	0	3	0
0	0	0	0	1	0	0	6	1	0	0	0	0
0	0	1	0	3	0	1	1	13	0	0	2	0
0	0	0	0	0	0	0	0	6	0	0	0	0
0	0	2	0	0	0	4	1	2	0	0	0	0
0	0	0	0	0	0	0	0	3	0	0	8	0
0	14	3	0	0	0	2	0	20	2	0	0	0
0	0	0	0	0	0	0	0	2	0	0	4	0
0	0	1	0	2	0	1	0	4	0	0	7	0
0	0	1	0	1	0	1	1	2	0	0	1	0
0	0	2	0	1	0	0	2	2	0	0	3	0
0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	1	0	1	0	1	1	6	0	0	2	0
0	1	3	0	0	0	1	3	1	0	0	1	0
0	0	1	0	4	0	0	0	1	0	0	0	0
0	0	5	0	0	0	5	4	1	1	0	1	0
0	0	2	0	0	0	5	2	1	0	0	1	0
0	0	1	0	0	0	1	2	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	1	0
0	0	1	1	0	0	0	1	1	1	0	1	0
0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	1	0	0	1	0
0	0	1	0	0	0	1	0	0	0	0	0	0
0	0	1	0	1	0	0	0	1	0	0	1	0
0	0	3	0	0	0	0	0	0	0	0	0	0
